"""UNIQUE_ID""",user,"""X0""","""X1""","""X2""","""X3""","""X4""","""X5""","""X6""","""X7""","""X8""","""X9""","""Y0""","""Y1""","""Y2""","""Y3""","""Y4""","""Y5""","""Y6""","""Y7""","""Y8""","""Y9""","""Z0""","""Z1""","""Z2""","""Z3""","""Z4""","""Z5""","""Z6""","""Z7""","""Z8""","""Z9""","""XAVG""","""YAVG""","""ZAVG""","""XPEAK""","""YPEAK""","""ZPEAK""","""XABSOLDEV""","""YABSOLDEV""","""ZABSOLDEV""","""XSTANDDEV""","""YSTANDDEV""","""ZSTANDDEV""","""RESULTANT""",class
301.0,10,0.05,0.08,0.11,0.08,0.1,0.09,0.1,0.11,0.12,0.0,0.08,0.11,0.11,0.13,0.13,0.09,0.12,0.07,0.1,0.0,0.08,0.09,0.07,0.11,0.09,0.14,0.13,0.09,0.11,0.0,0.0,9.92,1.63,3133.33,1006.25,1775.0,2.77,3.21,3.28,3.44,4.03,3.44,11.31,Downstairs
302.0,10,0.1,0.09,0.11,0.13,0.08,0.09,0.11,0.1,0.1,0.0,0.11,0.1,0.1,0.07,0.12,0.12,0.09,0.12,0.11,0.0,0.12,0.11,0.12,0.1,0.11,0.06,0.09,0.09,0.12,0.0,0.0,10.12,1.26,2475.0,682.14,2150.0,2.9,3.51,3.7,3.7,4.3,3.7,11.69,Downstairs
303.0,10,0.12,0.12,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.0,0.12,0.1,0.09,0.1,0.12,0.11,0.1,0.08,0.11,0.0,0.1,0.09,0.1,0.11,0.11,0.11,0.09,0.11,0.11,0.0,0.0,9.89,1.41,1662.5,779.17,2516.67,2.85,3.51,3.42,3.71,4.38,3.71,11.4,Downstairs
304.0,10,0.14,0.1,0.08,0.1,0.11,0.12,0.11,0.09,0.12,0.0,0.09,0.11,0.11,0.12,0.08,0.07,0.09,0.15,0.08,0.0,0.1,0.13,0.12,0.1,0.09,0.08,0.09,0.13,0.07,0.0,0.0,10.13,1.18,725.0,692.31,1760.0,2.81,3.65,3.56,3.77,4.42,3.77,11.62,Downstairs
305.0,10,0.07,0.09,0.07,0.06,0.07,0.08,0.08,0.09,0.05,0.0,0.09,0.06,0.07,0.06,0.04,0.09,0.07,0.09,0.09,0.0,0.08,0.05,0.08,0.06,0.08,0.08,0.1,0.06,0.06,0.0,0.0,7.03,0.76,1150.0,650.0,2600.0,1.86,3.08,2.19,3.45,5.43,3.45,8.0,Downstairs
306.0,10,0.06,0.12,0.13,0.1,0.12,0.12,0.13,0.09,0.1,0.05,0.09,0.12,0.1,0.09,0.13,0.09,0.1,0.14,0.09,0.07,0.1,0.08,0.09,0.14,0.11,0.12,0.08,0.1,0.12,0.07,0.0,9.86,0.88,725.0,1006.25,1437.5,1.84,3.39,2.6,2.42,4.2,2.42,10.73,Upstairs
307.0,10,0.11,0.09,0.08,0.1,0.12,0.12,0.08,0.15,0.08,0.09,0.09,0.11,0.09,0.09,0.11,0.11,0.11,0.1,0.11,0.09,0.1,0.07,0.06,0.11,0.1,0.1,0.16,0.11,0.12,0.1,0.0,10.1,1.27,466.67,840.91,2183.33,2.08,3.57,2.72,2.74,4.47,2.74,11.06,Upstairs
308.0,10,0.12,0.11,0.07,0.1,0.11,0.11,0.1,0.07,0.12,0.11,0.11,0.1,0.12,0.12,0.07,0.07,0.1,0.12,0.1,0.1,0.11,0.1,0.13,0.08,0.09,0.1,0.1,0.08,0.12,0.11,0.0,9.92,1.06,1883.33,870.0,4400.0,2.38,3.9,3.01,3.21,4.8,3.21,11.09,Upstairs
309.0,10,0.09,0.1,0.09,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.12,0.09,0.09,0.11,0.09,0.12,0.08,0.1,0.12,0.09,0.12,0.09,0.12,0.09,0.11,0.1,0.11,0.07,0.11,0.0,9.95,1.04,2700.0,589.29,3325.0,2.2,3.9,3.01,2.99,4.97,2.99,11.2,Upstairs
310.0,10,0.12,0.1,0.15,0.06,0.07,0.08,0.07,0.13,0.1,0.14,0.11,0.08,0.13,0.09,0.08,0.12,0.08,0.09,0.13,0.12,0.13,0.12,0.13,0.08,0.11,0.07,0.07,0.1,0.09,0.12,0.0,9.98,0.96,860.0,854.55,3900.0,2.61,4.01,3.27,3.32,5.06,3.32,11.43,Upstairs
311.0,10,0.06,0.03,0.05,0.08,0.03,0.04,0.04,0.04,0.05,0.07,0.06,0.03,0.04,0.05,0.06,0.08,0.04,0.05,0.04,0.04,0.04,0.05,0.07,0.05,0.04,0.03,0.08,0.05,0.05,0.04,0.0,4.48,0.49,783.33,325.0,1200.0,1.2,2.83,1.33,3.37,6.97,3.37,5.09,Upstairs
312.0,10,0.05,0.07,0.09,0.1,0.12,0.12,0.08,0.13,0.13,0.12,0.11,0.08,0.1,0.11,0.12,0.13,0.11,0.08,0.09,0.08,0.06,0.11,0.08,0.15,0.11,0.13,0.06,0.12,0.12,0.08,0.0,9.85,1.13,2775.0,885.0,3100.0,2.59,3.09,2.62,3.21,3.95,3.21,10.92,Downstairs
313.0,10,0.1,0.09,0.13,0.08,0.09,0.1,0.1,0.1,0.12,0.11,0.11,0.12,0.09,0.11,0.11,0.05,0.09,0.09,0.13,0.12,0.11,0.1,0.09,0.11,0.1,0.09,0.12,0.09,0.1,0.11,0.0,10.17,1.05,4475.0,730.77,3375.0,2.84,3.73,2.92,3.62,4.49,3.62,11.45,Downstairs
314.0,10,0.09,0.12,0.08,0.11,0.1,0.11,0.12,0.1,0.11,0.08,0.11,0.09,0.1,0.1,0.08,0.12,0.12,0.12,0.09,0.09,0.12,0.08,0.12,0.08,0.11,0.15,0.08,0.09,0.08,0.09,0.0,9.99,0.98,1333.33,768.18,2850.0,2.69,3.32,2.88,3.45,4.15,3.45,11.25,Downstairs
315.0,10,0.12,0.09,0.12,0.12,0.1,0.08,0.1,0.1,0.08,0.11,0.11,0.12,0.11,0.08,0.07,0.13,0.09,0.1,0.1,0.11,0.12,0.09,0.08,0.11,0.1,0.08,0.13,0.11,0.09,0.12,0.0,9.96,0.98,2550.0,643.33,933.33,2.97,3.47,2.95,3.68,4.32,3.68,11.28,Downstairs
316.0,10,0.13,0.1,0.07,0.09,0.07,0.1,0.09,0.07,0.06,0.07,0.06,0.09,0.08,0.1,0.12,0.06,0.08,0.09,0.09,0.08,0.08,0.12,0.07,0.08,0.07,0.05,0.11,0.09,0.09,0.09,0.0,8.47,1.01,966.67,583.33,2550.0,2.56,2.84,2.67,3.85,4.39,3.85,9.73,Downstairs
317.0,10,0.12,0.08,0.08,0.12,0.16,0.08,0.08,0.07,0.16,0.08,0.01,0.0,0.01,0.03,0.0,0.05,0.06,0.29,0.27,0.3,0.13,0.07,0.36,0.43,0.01,0.01,0.0,0.0,0.0,0.01,0.0,9.95,-0.59,,160.83,2616.67,0.97,0.08,0.25,1.01,0.18,1.01,10.03,Standing
318.0,10,0.07,0.01,0.02,0.04,0.01,0.03,0.03,0.03,0.22,0.55,0.08,0.0,0.02,0.05,0.0,0.19,0.14,0.16,0.12,0.25,0.15,0.09,0.14,0.12,0.37,0.11,0.02,0.01,0.01,0.01,0.0,9.91,0.18,4350.0,863.64,2900.0,0.7,0.19,0.91,0.81,0.4,0.81,9.99,Standing
319.0,10,0.11,0.26,0.41,0.16,0.06,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.53,0.29,0.06,0.14,0.57,0.29,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.92,-0.87,,194.9,,1.15,0.04,0.08,1.16,0.07,1.16,10.03,Standing
320.0,10,0.23,0.08,0.14,0.12,0.15,0.08,0.04,0.05,0.07,0.06,0.16,0.0,0.19,0.26,0.0,0.26,0.05,0.04,0.0,0.05,0.01,0.01,0.01,0.07,0.12,0.19,0.29,0.11,0.07,0.13,0.0,9.75,1.19,,416.67,933.33,1.12,0.1,0.37,1.2,0.21,1.2,9.9,Standing
321.0,10,0.0,0.0,0.0,0.01,0.22,0.23,0.21,0.18,0.17,0.01,0.03,0.0,0.29,0.51,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.17,0.25,0.33,0.26,0.0,9.72,1.49,,308.06,217.05,0.88,0.02,0.04,0.89,0.04,0.89,9.87,Standing
322.0,10,0.0,0.01,0.03,0.08,0.13,0.11,0.14,0.16,0.31,0.05,0.1,0.0,0.32,0.35,0.0,0.22,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.23,0.26,0.26,0.24,0.0,9.72,1.48,,251.32,203.13,0.86,0.03,0.05,0.87,0.04,0.87,9.87,Standing
323.0,10,0.11,0.03,0.06,0.15,0.1,0.11,0.11,0.11,0.13,0.1,0.07,0.0,0.18,0.21,0.0,0.14,0.06,0.18,0.08,0.09,0.26,0.03,0.06,0.13,0.03,0.03,0.08,0.12,0.14,0.14,0.0,9.82,0.37,,1900.0,2525.0,0.96,0.13,1.16,1.0,0.2,1.0,9.95,Standing
324.0,10,0.11,0.04,0.06,0.09,0.13,0.05,0.03,0.05,0.03,0.05,0.09,0.0,0.06,0.06,0.0,0.27,0.06,0.03,0.01,0.07,0.0,0.0,0.0,0.01,0.2,0.33,0.03,0.0,0.01,0.04,0.0,5.96,0.72,,193.33,2925.0,0.66,2.32,0.3,1.15,3.82,1.15,6.05,Standing
325.0,28,0.14,0.15,0.1,0.11,0.16,0.1,0.08,0.09,0.07,0.03,0.1,0.11,0.16,0.09,0.13,0.13,0.07,0.05,0.06,0.11,0.08,0.06,0.04,0.06,0.1,0.14,0.1,0.06,0.33,0.05,0.0,9.5,2.67,1216.67,988.89,1575.0,1.85,2.98,1.86,2.31,3.95,2.31,10.49,Walking
326.0,28,0.11,0.08,0.08,0.13,0.12,0.07,0.18,0.09,0.12,0.05,0.09,0.1,0.09,0.05,0.14,0.12,0.11,0.13,0.09,0.1,0.09,0.12,0.1,0.09,0.15,0.15,0.1,0.05,0.07,0.11,0.0,9.87,2.18,2400.0,1162.5,2566.67,2.08,2.78,1.92,2.57,3.52,2.57,10.7,Walking
327.0,28,0.08,0.1,0.12,0.07,0.13,0.12,0.14,0.07,0.1,0.09,0.07,0.13,0.12,0.09,0.12,0.07,0.11,0.09,0.14,0.09,0.07,0.08,0.09,0.14,0.18,0.14,0.11,0.06,0.05,0.1,0.0,9.73,2.1,2816.67,1200.0,1470.0,2.1,2.9,1.72,2.55,3.51,2.55,10.53,Walking
328.0,28,0.09,0.08,0.12,0.09,0.11,0.16,0.11,0.13,0.06,0.07,0.08,0.12,0.06,0.09,0.15,0.1,0.09,0.14,0.14,0.05,0.08,0.08,0.09,0.13,0.16,0.15,0.1,0.06,0.08,0.1,0.0,9.66,2.14,2200.0,1241.67,2100.0,1.96,2.63,1.85,2.36,3.22,2.36,10.5,Walking
329.0,28,0.07,0.12,0.09,0.09,0.18,0.13,0.08,0.1,0.08,0.08,0.07,0.11,0.09,0.08,0.18,0.1,0.1,0.11,0.13,0.05,0.08,0.07,0.1,0.12,0.12,0.16,0.12,0.07,0.08,0.11,0.0,9.62,2.19,1258.33,2725.0,1816.67,1.91,2.49,1.92,2.33,3.1,2.33,10.52,Walking
330.0,28,0.09,0.13,0.11,0.06,0.18,0.11,0.11,0.09,0.08,0.06,0.05,0.14,0.07,0.11,0.14,0.15,0.08,0.13,0.09,0.06,0.07,0.07,0.07,0.15,0.19,0.11,0.1,0.06,0.09,0.11,0.0,9.78,2.2,2225.0,500.0,1375.0,1.9,2.48,1.81,2.28,3.14,2.28,10.6,Walking
331.0,28,0.11,0.12,0.14,0.07,0.1,0.09,0.15,0.1,0.09,0.06,0.02,0.11,0.11,0.09,0.16,0.18,0.08,0.14,0.1,0.04,0.05,0.07,0.06,0.09,0.13,0.17,0.16,0.1,0.11,0.09,0.0,9.8,2.49,1737.5,2850.0,2216.67,2.02,2.16,1.66,2.42,2.71,2.42,10.62,Walking
332.0,28,0.07,0.07,0.14,0.11,0.08,0.12,0.11,0.14,0.09,0.09,0.06,0.13,0.07,0.1,0.18,0.11,0.13,0.08,0.09,0.08,0.09,0.06,0.07,0.1,0.19,0.15,0.11,0.1,0.05,0.11,0.0,9.72,2.15,3133.33,781.25,1066.67,2.08,2.5,1.7,2.55,3.17,2.55,10.54,Walking
333.0,28,0.09,0.08,0.13,0.11,0.08,0.14,0.13,0.07,0.09,0.1,0.1,0.12,0.08,0.12,0.11,0.1,0.09,0.1,0.13,0.09,0.08,0.08,0.13,0.14,0.09,0.12,0.12,0.08,0.07,0.11,0.0,9.66,2.22,1525.0,1143.75,1287.5,2.11,2.94,2.04,2.63,3.66,2.63,10.58,Walking
334.0,28,0.09,0.12,0.15,0.07,0.07,0.08,0.15,0.09,0.07,0.13,0.1,0.09,0.1,0.1,0.12,0.06,0.15,0.11,0.09,0.1,0.05,0.11,0.15,0.09,0.09,0.1,0.18,0.08,0.08,0.11,0.0,9.77,2.39,2000.0,855.0,1590.0,2.16,2.91,1.94,2.63,3.61,2.63,10.69,Walking
335.0,28,0.08,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.11,0.11,0.1,0.1,0.12,0.07,0.14,0.1,0.09,0.1,0.12,0.09,0.06,0.13,0.12,0.11,0.07,0.14,0.11,0.1,0.07,0.11,0.0,9.79,2.29,2025.0,1187.5,1005.56,2.21,2.95,1.98,2.73,3.62,2.73,10.71,Walking
336.0,28,0.09,0.1,0.13,0.09,0.08,0.08,0.09,0.12,0.13,0.1,0.11,0.1,0.09,0.11,0.11,0.12,0.06,0.12,0.12,0.1,0.06,0.12,0.14,0.11,0.08,0.06,0.13,0.13,0.09,0.11,0.0,9.7,2.35,1810.0,905.0,2262.5,2.27,2.98,1.99,2.78,3.68,2.78,10.67,Walking
337.0,28,0.14,0.07,0.09,0.13,0.08,0.13,0.09,0.07,0.11,0.12,0.11,0.12,0.09,0.1,0.08,0.1,0.1,0.07,0.15,0.11,0.09,0.15,0.12,0.1,0.08,0.1,0.11,0.08,0.09,0.11,0.0,9.86,2.16,2666.67,822.73,2025.0,2.27,3.23,2.12,2.84,3.93,2.84,10.81,Walking
338.0,28,0.11,0.1,0.09,0.13,0.09,0.09,0.07,0.09,0.14,0.1,0.11,0.12,0.08,0.08,0.08,0.14,0.1,0.11,0.07,0.14,0.13,0.12,0.12,0.1,0.07,0.1,0.08,0.14,0.05,0.12,0.0,9.82,2.12,2525.0,854.55,1341.67,2.25,3.2,2.14,2.79,4.0,2.79,10.77,Walking
339.0,28,0.1,0.12,0.06,0.12,0.12,0.09,0.1,0.09,0.11,0.12,0.11,0.09,0.11,0.09,0.08,0.13,0.12,0.08,0.1,0.12,0.1,0.13,0.17,0.06,0.08,0.07,0.09,0.12,0.08,0.12,0.0,9.9,2.18,2950.0,683.33,1780.0,2.2,3.11,2.21,2.71,3.92,2.71,10.84,Walking
340.0,28,0.13,0.11,0.08,0.08,0.06,0.08,0.16,0.13,0.1,0.1,0.13,0.08,0.11,0.07,0.1,0.11,0.09,0.11,0.09,0.14,0.11,0.15,0.09,0.11,0.09,0.05,0.11,0.12,0.08,0.11,0.0,9.85,2.27,1725.0,1106.25,1500.0,2.4,3.28,2.2,2.83,4.07,2.83,10.83,Walking
341.0,28,0.12,0.09,0.12,0.12,0.08,0.08,0.1,0.1,0.1,0.12,0.1,0.08,0.1,0.12,0.08,0.09,0.12,0.08,0.13,0.12,0.1,0.16,0.13,0.07,0.09,0.04,0.1,0.15,0.07,0.1,0.0,9.97,2.2,2450.0,915.0,1633.33,2.32,3.14,2.21,2.88,3.9,2.88,10.92,Walking
342.0,28,0.13,0.09,0.14,0.1,0.07,0.08,0.11,0.1,0.09,0.12,0.13,0.08,0.13,0.06,0.09,0.08,0.12,0.12,0.09,0.13,0.11,0.15,0.1,0.08,0.09,0.08,0.07,0.14,0.09,0.1,0.0,9.85,2.22,2012.5,783.33,2666.67,2.34,3.23,2.19,2.92,3.99,2.92,10.83,Walking
343.0,28,0.1,0.11,0.09,0.13,0.12,0.06,0.12,0.1,0.13,0.09,0.1,0.09,0.11,0.12,0.08,0.08,0.14,0.07,0.1,0.13,0.1,0.1,0.15,0.1,0.07,0.04,0.14,0.14,0.05,0.12,0.0,9.84,2.23,4400.0,737.5,1712.5,2.16,3.07,2.12,2.65,3.83,2.65,10.76,Walking
344.0,28,0.1,0.09,0.12,0.14,0.11,0.11,0.06,0.08,0.09,0.13,0.12,0.06,0.13,0.11,0.11,0.07,0.11,0.11,0.1,0.11,0.07,0.13,0.12,0.1,0.08,0.07,0.11,0.14,0.1,0.1,0.0,9.74,2.31,1666.67,526.92,1000.0,2.15,3.09,2.03,2.75,3.85,2.75,10.64,Walking
345.0,28,0.11,0.1,0.15,0.05,0.1,0.09,0.13,0.09,0.13,0.08,0.11,0.11,0.08,0.1,0.07,0.12,0.08,0.14,0.13,0.08,0.08,0.12,0.08,0.1,0.12,0.09,0.13,0.12,0.06,0.12,0.0,9.73,2.36,1475.0,1137.5,1341.67,2.2,2.96,2.02,2.67,3.63,2.67,10.68,Walking
346.0,28,0.11,0.1,0.14,0.09,0.11,0.1,0.08,0.06,0.11,0.13,0.11,0.09,0.1,0.08,0.12,0.13,0.09,0.08,0.1,0.12,0.11,0.18,0.1,0.09,0.06,0.06,0.08,0.15,0.09,0.11,0.0,9.78,2.17,1307.14,975.0,1820.0,2.27,3.02,2.23,2.84,3.84,2.84,10.72,Walking
347.0,28,0.09,0.1,0.14,0.12,0.1,0.1,0.08,0.08,0.1,0.12,0.12,0.07,0.09,0.1,0.11,0.12,0.11,0.1,0.08,0.13,0.16,0.17,0.1,0.07,0.06,0.06,0.06,0.13,0.1,0.12,0.0,9.83,2.06,1525.0,1214.29,1516.67,2.17,3.1,2.33,2.75,3.97,2.75,10.77,Walking
348.0,28,0.13,0.13,0.08,0.1,0.08,0.1,0.08,0.1,0.14,0.1,0.14,0.08,0.11,0.07,0.09,0.12,0.07,0.09,0.13,0.13,0.09,0.11,0.12,0.12,0.09,0.07,0.08,0.15,0.1,0.1,0.0,9.8,2.24,3525.0,1600.0,2683.33,2.27,3.29,2.06,2.75,4.04,2.75,10.72,Walking
349.0,28,0.14,0.08,0.07,0.12,0.08,0.13,0.12,0.07,0.08,0.13,0.13,0.08,0.13,0.08,0.1,0.09,0.13,0.06,0.1,0.13,0.09,0.15,0.11,0.09,0.09,0.06,0.09,0.11,0.16,0.08,0.0,9.75,2.18,2666.67,678.57,1500.0,2.38,3.21,1.99,2.95,3.99,2.95,10.69,Walking
350.0,28,0.14,0.09,0.11,0.11,0.07,0.07,0.12,0.11,0.09,0.12,0.16,0.09,0.09,0.07,0.07,0.08,0.12,0.1,0.1,0.14,0.12,0.12,0.14,0.1,0.09,0.05,0.06,0.12,0.1,0.12,0.0,9.73,2.24,1000.0,825.0,1950.0,2.3,3.52,2.24,2.86,4.28,2.86,10.73,Walking
351.0,28,0.09,0.12,0.11,0.09,0.09,0.07,0.14,0.12,0.1,0.09,0.12,0.08,0.09,0.13,0.09,0.08,0.12,0.1,0.11,0.11,0.07,0.12,0.16,0.08,0.09,0.07,0.1,0.08,0.15,0.1,0.0,9.74,2.29,2266.67,700.0,1242.86,2.2,3.12,2.07,2.69,3.92,2.69,10.66,Walking
352.0,28,0.12,0.04,0.15,0.11,0.1,0.11,0.08,0.11,0.11,0.09,0.13,0.08,0.13,0.1,0.08,0.07,0.11,0.1,0.1,0.13,0.08,0.08,0.15,0.15,0.07,0.08,0.08,0.13,0.07,0.13,0.0,9.85,2.31,2350.0,667.86,1285.71,2.14,3.3,2.07,2.66,4.05,2.66,10.76,Walking
353.0,28,0.14,0.11,0.1,0.08,0.1,0.13,0.11,0.07,0.08,0.11,0.12,0.12,0.08,0.09,0.1,0.07,0.11,0.12,0.12,0.11,0.05,0.11,0.11,0.13,0.09,0.12,0.1,0.08,0.13,0.1,0.0,9.73,2.42,1475.0,707.14,1590.0,2.2,3.14,1.96,2.69,3.76,2.69,10.64,Walking
354.0,28,0.08,0.14,0.13,0.13,0.06,0.07,0.13,0.1,0.1,0.09,0.1,0.11,0.11,0.08,0.1,0.09,0.1,0.12,0.11,0.1,0.06,0.06,0.16,0.13,0.1,0.11,0.1,0.12,0.08,0.1,0.0,9.74,2.34,1010.0,3050.0,1508.33,2.04,3.03,1.94,2.52,3.67,2.52,10.59,Walking
355.0,28,0.08,0.12,0.12,0.1,0.1,0.12,0.09,0.12,0.09,0.1,0.1,0.11,0.09,0.09,0.12,0.09,0.1,0.11,0.13,0.08,0.07,0.15,0.1,0.1,0.09,0.11,0.1,0.13,0.07,0.1,0.0,9.75,2.23,3075.0,1460.0,1185.71,2.09,2.85,1.96,2.61,3.47,2.61,10.61,Walking
356.0,28,0.1,0.09,0.09,0.14,0.14,0.09,0.1,0.13,0.07,0.09,0.06,0.11,0.1,0.11,0.14,0.12,0.1,0.11,0.1,0.08,0.03,0.09,0.09,0.13,0.14,0.1,0.17,0.08,0.09,0.09,0.0,9.79,2.43,675.0,925.0,1812.5,2.03,2.57,1.74,2.48,3.23,2.48,10.61,Walking
357.0,28,0.08,0.13,0.09,0.12,0.07,0.13,0.15,0.13,0.06,0.07,0.06,0.15,0.08,0.12,0.08,0.12,0.13,0.09,0.08,0.11,0.09,0.07,0.07,0.15,0.13,0.13,0.09,0.1,0.08,0.11,0.0,9.76,2.24,3075.0,980.0,2350.0,1.98,2.75,1.91,2.38,3.39,2.38,10.57,Walking
358.0,28,0.08,0.09,0.1,0.09,0.12,0.12,0.16,0.12,0.08,0.08,0.06,0.14,0.07,0.11,0.13,0.15,0.1,0.08,0.1,0.09,0.06,0.07,0.11,0.14,0.17,0.08,0.12,0.09,0.09,0.1,0.0,9.76,2.2,2200.0,1092.86,1087.5,2.08,2.56,1.75,2.47,3.19,2.47,10.55,Walking
359.0,28,0.06,0.11,0.1,0.1,0.09,0.14,0.16,0.13,0.09,0.05,0.01,0.13,0.08,0.04,0.2,0.15,0.16,0.14,0.09,0.01,0.04,0.06,0.11,0.13,0.14,0.13,0.11,0.12,0.12,0.06,0.0,9.72,2.26,2683.33,2875.0,2325.0,1.92,1.98,1.66,2.26,2.47,2.26,10.48,Walking
360.0,28,0.06,0.09,0.06,0.11,0.09,0.22,0.12,0.09,0.1,0.08,0.06,0.1,0.08,0.08,0.17,0.15,0.12,0.12,0.09,0.04,0.08,0.08,0.09,0.13,0.12,0.12,0.12,0.07,0.13,0.08,0.0,9.66,2.2,1483.33,537.5,1600.0,2.04,2.28,1.82,2.42,2.92,2.42,10.49,Walking
361.0,28,0.08,0.09,0.08,0.13,0.14,0.07,0.11,0.14,0.1,0.08,0.06,0.14,0.08,0.15,0.09,0.09,0.13,0.11,0.1,0.07,0.09,0.08,0.08,0.11,0.13,0.16,0.11,0.06,0.12,0.09,0.0,9.68,2.14,1312.5,1750.0,1575.0,2.07,2.68,1.86,2.53,3.27,2.53,10.52,Walking
362.0,28,0.1,0.1,0.08,0.11,0.1,0.13,0.09,0.11,0.1,0.1,0.04,0.16,0.08,0.12,0.13,0.09,0.1,0.13,0.11,0.07,0.08,0.06,0.07,0.11,0.13,0.16,0.08,0.14,0.11,0.09,0.0,9.7,2.3,2783.33,1550.0,1550.0,2.19,2.62,1.82,2.63,3.18,2.63,10.58,Walking
363.0,28,0.09,0.07,0.12,0.08,0.1,0.18,0.11,0.1,0.08,0.1,0.04,0.14,0.1,0.15,0.13,0.11,0.09,0.08,0.12,0.07,0.08,0.06,0.09,0.13,0.1,0.17,0.1,0.12,0.07,0.1,0.0,9.67,2.18,1383.33,1700.0,1733.33,2.1,2.56,1.75,2.54,3.16,2.54,10.49,Walking
364.0,28,0.07,0.09,0.08,0.11,0.15,0.11,0.11,0.07,0.15,0.08,0.08,0.12,0.1,0.1,0.13,0.08,0.09,0.11,0.16,0.06,0.1,0.07,0.04,0.13,0.14,0.14,0.12,0.09,0.09,0.1,0.0,9.76,2.16,3150.0,1500.0,1175.0,2.11,2.85,1.93,2.59,3.47,2.59,10.67,Walking
365.0,28,0.08,0.1,0.06,0.11,0.15,0.09,0.1,0.1,0.11,0.12,0.05,0.15,0.07,0.12,0.12,0.15,0.09,0.1,0.1,0.08,0.13,0.06,0.07,0.07,0.14,0.11,0.13,0.11,0.11,0.09,0.0,9.64,2.06,2833.33,2012.5,1700.0,2.2,2.61,1.96,2.67,3.29,2.67,10.57,Walking
366.0,28,0.09,0.06,0.1,0.14,0.1,0.07,0.08,0.12,0.15,0.11,0.08,0.14,0.1,0.1,0.09,0.1,0.13,0.06,0.13,0.1,0.13,0.08,0.07,0.09,0.1,0.13,0.1,0.1,0.12,0.11,0.0,9.75,2.13,1050.0,1050.0,2275.0,2.31,2.96,2.11,2.85,3.62,2.85,10.75,Walking
367.0,28,0.13,0.13,0.06,0.07,0.12,0.09,0.09,0.1,0.11,0.11,0.07,0.16,0.07,0.1,0.12,0.07,0.12,0.11,0.08,0.12,0.11,0.1,0.06,0.15,0.07,0.1,0.12,0.06,0.17,0.07,0.0,9.72,2.11,1820.0,831.82,2525.0,2.35,2.98,1.97,2.83,3.61,2.83,10.66,Walking
368.0,28,0.11,0.11,0.07,0.1,0.11,0.05,0.11,0.1,0.14,0.12,0.12,0.08,0.14,0.07,0.09,0.12,0.1,0.11,0.08,0.11,0.12,0.09,0.1,0.06,0.1,0.1,0.13,0.14,0.09,0.1,0.0,9.7,2.09,2012.5,1260.0,1000.0,2.43,3.15,2.01,2.92,3.93,2.92,10.7,Walking
369.0,28,0.09,0.09,0.12,0.08,0.11,0.11,0.09,0.11,0.11,0.11,0.13,0.1,0.08,0.1,0.1,0.12,0.11,0.09,0.09,0.12,0.11,0.11,0.08,0.07,0.1,0.16,0.09,0.09,0.11,0.1,0.0,9.72,2.12,2033.33,855.0,1525.0,2.2,3.13,2.02,2.7,3.9,2.7,10.64,Walking
370.0,28,0.09,0.07,0.11,0.1,0.1,0.11,0.1,0.09,0.14,0.11,0.13,0.1,0.1,0.11,0.09,0.09,0.13,0.09,0.07,0.12,0.16,0.08,0.05,0.12,0.07,0.13,0.08,0.11,0.12,0.11,0.0,9.63,2.04,3525.0,865.0,2716.67,2.36,3.16,2.18,2.93,3.98,2.93,10.64,Walking
371.0,28,0.09,0.06,0.11,0.12,0.1,0.07,0.09,0.1,0.14,0.13,0.12,0.08,0.12,0.12,0.07,0.12,0.08,0.07,0.12,0.12,0.14,0.07,0.07,0.08,0.14,0.13,0.08,0.13,0.09,0.1,0.0,9.75,2.16,2025.0,1106.25,1840.0,2.33,3.07,2.08,2.86,3.75,2.86,10.72,Walking
372.0,28,0.11,0.09,0.06,0.11,0.1,0.11,0.11,0.08,0.13,0.13,0.11,0.12,0.1,0.1,0.08,0.14,0.09,0.09,0.09,0.1,0.12,0.1,0.06,0.07,0.08,0.14,0.14,0.09,0.12,0.09,0.0,9.63,2.09,1307.14,704.17,3025.0,2.39,2.97,2.03,2.86,3.72,2.86,10.62,Walking
373.0,28,0.09,0.14,0.07,0.13,0.09,0.09,0.11,0.09,0.1,0.12,0.11,0.09,0.13,0.14,0.08,0.07,0.11,0.11,0.08,0.11,0.11,0.13,0.05,0.09,0.1,0.12,0.11,0.1,0.1,0.11,0.0,9.72,2.09,2025.0,1610.0,1525.0,2.22,3.1,2.07,2.75,3.83,2.75,10.66,Walking
374.0,28,0.1,0.07,0.07,0.14,0.13,0.1,0.08,0.11,0.11,0.13,0.12,0.09,0.08,0.14,0.08,0.14,0.07,0.09,0.09,0.12,0.16,0.11,0.08,0.05,0.1,0.11,0.11,0.12,0.09,0.11,0.0,9.71,2.0,1762.5,1150.0,1750.0,2.26,3.11,2.19,2.78,3.96,2.78,10.7,Walking
